number,order,Sample ID,Assigned ID,Date,Year,Month,Monthies,Year.Month,Location,Region,Count,Identifier,mysid?,"If not, what?",Category,length,species ,gender,gravid?,comments,removed for reference,sample comments
9954,7996,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,908,LA,NO,AMPHIPOD,amphipod,NA,,,,,,"re-started 10/30/2020, hiatus due to quarantine"
9955,7997,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,909,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9956,7998,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,910,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9957,7999,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,911,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9958,8000,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,912,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9959,8001,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,913,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9960,8002,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,914,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9961,8003,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,915,LA,YES,,mysid,3,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9962,8004,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,916,LA,YES,,mysid,3,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9963,8005,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,917,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9964,8006,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,918,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9965,8007,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,919,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9966,8008,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,920,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9967,8009,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,921,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9968,8010,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,922,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9969,8011,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,923,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9970,8012,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,924,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9971,8013,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,925,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9972,8014,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,926,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9973,8015,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,927,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9974,8016,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,928,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9975,8017,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,929,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9976,8018,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,930,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9977,8019,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,931,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9978,8020,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,932,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9979,8021,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,933,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9980,8022,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,934,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9981,8023,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,935,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9982,8024,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,936,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9983,8025,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,937,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9984,8026,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,938,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9985,8027,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,939,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9986,8028,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,940,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9987,8029,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,941,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9988,8030,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,942,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9989,8031,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,943,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9990,8032,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,944,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9991,8033,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,945,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9992,8034,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,946,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9993,8035,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,947,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9994,8036,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,948,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9995,8037,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,949,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9996,8038,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,950,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9997,8039,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,951,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9998,8040,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,952,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
9999,8041,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,953,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10000,8042,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,954,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10001,8043,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,955,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10002,8044,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,956,LA,YES,,mysid,4,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10003,8045,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,957,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10004,8046,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,958,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10005,8047,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,959,LA,YES,,mysid,4,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10006,8048,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,960,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10007,8049,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,961,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10008,8050,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,962,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10009,8051,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,963,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10010,8052,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,964,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10011,8053,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,965,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10012,8054,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,966,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10013,8055,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,967,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10014,8056,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,968,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10015,8057,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,969,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10016,8058,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,970,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10017,8059,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,971,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10018,8060,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,972,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10019,8061,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,973,LA,YES,,mysid,11,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10020,8062,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,974,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10021,8063,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,975,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10022,8064,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,976,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10023,8065,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,977,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10024,8066,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,978,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10025,8067,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,979,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10026,8068,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,980,LA,YES,,mysid,6,U,J,0,broken telson,,"re-started 10/30/2020, hiatus due to quarantine"
10027,8069,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,981,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10028,8070,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,982,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10029,8071,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,983,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10030,8072,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,984,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10031,8073,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,985,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10032,8074,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,986,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10033,8075,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,987,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10034,8076,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,988,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10035,8077,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,989,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10036,8078,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,990,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10037,8079,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,991,LA,YES,,mysid,4,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10038,8080,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,992,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10039,8081,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,993,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10040,8082,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,994,LA,NO,AMPHIPOD,amphipod,NA,,,,,,"re-started 10/30/2020, hiatus due to quarantine"
10041,8083,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,995,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10042,8084,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,996,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10043,8085,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,997,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10044,8086,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,998,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10045,8087,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,999,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10046,8088,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1000,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10047,8089,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1001,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10048,8090,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1002,LA,NO,ISOPOD,isopod,NA,,,,,,"re-started 10/30/2020, hiatus due to quarantine"
10049,8091,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1003,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10050,8092,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1004,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10051,8093,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1005,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10052,8094,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1006,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10053,8095,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1007,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10054,8096,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1008,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10055,8097,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1009,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10056,8098,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1010,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10057,8099,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1011,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10058,8100,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1012,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10059,8101,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1013,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10060,8102,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1014,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10061,8103,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1015,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10062,8104,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1016,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10063,8105,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1017,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10064,8106,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1018,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10065,8107,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1019,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10066,8108,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1020,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10067,8109,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1021,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10068,8110,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1022,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10069,8111,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1023,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10070,8112,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1024,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10071,8113,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1025,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10072,8114,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1026,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10073,8115,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1027,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10074,8116,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1028,LA,YES,,mysid,4,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10075,8117,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1029,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10076,8118,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1030,LA,YES,,mysid,3,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10077,8119,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1031,LA,YES,,mysid,7,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10078,8120,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1032,LA,YES,,mysid,6,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10079,8121,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1033,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10080,8122,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1034,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10081,8123,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1035,LA,YES,,mysid,5,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10082,8124,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1036,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10083,8125,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1037,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10084,8126,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1038,LA,YES,,mysid,4,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10085,8127,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1039,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10086,8128,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1040,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10087,8129,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1041,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10088,8130,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1042,LA,YES,,mysid,3,NR,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10089,8131,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1043,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10090,8132,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1044,LA,YES,,mysid,8,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10091,8133,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1045,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
10092,8134,20191014-4,20191014-4,20191014,2019,10,Oct,2019_10,BULLMAN BEACH,Strait,1046,LA,YES,,mysid,9,HS,J,0,,,"re-started 10/30/2020, hiatus due to quarantine"
